618,952,9,64
730,245,58,33
444,984,97,61
537,152,37,95
170,580,35,45
591,839,27,86
85,378,83,87
184,919,94,60
116,93,77,34
505,334,7,63
332,18,77,47
129,855,83,89
442,526,24,63
524,578,43,26
297,565,81,35
548,432,59,7
387,163,90,89
949,669,6,63
344,927,21,70
866,373,8,66
440,541,16,94
330,954,93,87
87,266,49,97
760,651,38,41
339,443,66,84
467,30,23,37
389,991,42,83
154,488,80,31
72,906,29,91
412,747,43,75
362,763,3,24
225,357,95,63
877,215,19,71
466,200,22,88
371,492,58,39
399,981,64,87
242,904,76,6
179,738,58,90
28,338,59,72
351,333,96,77
907,759,65,4
352,958,70,19
197,711,83,91
8,634,24,35
858,815,75,94
36,709,4,38
991,272,32,92
544,358,7,86
335,358,20,35
531,87,32,34
773,930,33,93
386,227,28,81
826,921,40,7
389,441,48,21
157,845,38,38
210,215,94,94
69,291,0,17
410,367,73,35
6,428,24,97
940,543,40,26
52,503,88,98
644,715,53,41
433,340,93,63
754,684,22,2
14,841,19,5
394,580,59,26
802,489,72,56
77,361,26,74
443,842,33,20
209,312,86,3
725,36,12,20
584,547,57,16
76,289,95,51
890,508,56,9
66,392,92,25
202,464,51,28
904,219,92,27
488,15,13,9
939,217,12,63
106,585,65,36
163,916,41,7
304,931,29,89
706,420,99,55
722,633,82,91
341,915,80,72
889,603,0,62
981,162,6,44
726,580,11,67
179,2,75,28
43,630,45,67
627,854,10,0
43,648,84,66
662,213,13,7
818,859,11,66
758,154,12,16
850,312,60,13
31,831,11,66
513,387,68,47
736,974,40,13
571,292,22,57
772,392,6,86
680,563,12,24
176,473,45,34
884,562,79,75
625,682,65,74
120,983,64,33
939,62,4,47
713,345,63,66
578,735,76,62
882,497,70,38
141,401,20,49
235,113,32,57
869,837,53,6
269,200,99,27
143,399,19,56
875,589,71,97
985,522,37,89
831,441,49,12
559,218,53,14
309,745,87,62
667,577,91,15
369,818,39,32
253,267,99,92
462,805,13,52
901,36,5,18
932,178,16,49
337,207,60,84
512,240,7,93
926,184,93,54
824,619,49,52
175,947,61,9
882,774,53,36
231,556,96,4
593,489,35,52
381,648,56,11
250,379,60,54
553,938,76,75
40,385,95,89
817,720,20,60
541,277,59,50
881,365,25,99
218,154,73,25
596,822,56,49
930,942,10,48
453,121,56,33
426,895,42,48
83,867,92,97
844,96,95,98
758,743,9,57
214,955,96,70
891,12,78,49
958,712,23,77
534,15,48,79
385,932,56,30
882,669,92,74
198,12,26,84
768,972,62,31
989,674,68,90
169,498,36,67
740,469,64,45
700,900,67,68
326,277,2,39
118,408,36,45
10,806,20,10
818,333,1,74
947,91,55,89
339,561,45,53
682,995,0,55
859,57,29,53
653,712,47,79
698,366,40,61
685,260,40,80
813,107,40,38
495,987,24,70
306,483,22,63
192,72,96,10
917,769,50,86
773,16,56,52
528,822,18,77
629,154,53,96
660,577,97,78
39,145,39,36
976,544,82,49
674,479,18,13
780,316,45,21
93,972,94,61
515,59,88,46
250,270,25,61
265,21,85,46
986,345,67,90
256,27,40,63
535,999,31,67
354,979,31,10
19,361,28,10
564,358,64,20
953,389,20,80
534,723,22,95
742,369,73,35
52,212,13,60
181,413,1,76
545,40,22,8
957,964,22,2
583,0,63,53
145,293,6,55
374,964,22,79
713,997,22,74
270,381,15,92
19,502,93,42
260,780,35,66
312,563,43,39
476,266,99,97
231,762,46,89
691,24,1,51
305,11,80,10
816,815,64,12
456,47,74,69
405,480,84,39
493,938,56,26
151,438,88,7
619,579,8,85
390,184,75,63
925,192,14,47
597,795,73,74
896,830,8,60
886,422,87,79
904,871,26,64
514,796,46,34
713,523,56,46
379,727,59,69
979,322,87,88
518,602,59,31
746,631,61,18
609,886,57,39
952,143,19,58
471,622,89,33
921,377,56,76
564,933,69,22
873,182,67,36
487,518,38,35
414,233,0,46
481,154,11,73
43,535,2,10
929,198,32,56
649,922,74,77
850,84,21,75
13,552,19,93
409,824,24,41
304,416,89,47
409,508,64,34
584,829,39,23
792,804,91,57
303,938,76,54
145,460,30,82
806,215,8,63
191,801,35,0
823,961,94,24
297,228,33,75
980,806,96,1
969,722,82,88
290,208,26,8
353,344,12,94
657,951,99,50
739,730,84,66
378,651,81,80
53,595,32,48
638,247,39,47
364,233,19,3
14,512,92,43
383,16,83,67
974,542,60,56
958,893,89,93
375,265,16,20
582,892,78,7
965,934,33,64
885,619,19,55
884,632,37,62
139,757,57,52
162,769,54,84
757,571,63,33
219,585,64,44
791,398,86,6
366,647,44,54
437,159,98,97
305,348,29,68
528,850,52,2
627,414,49,37
39,45,25,40
317,394,90,58
587,397,71,97
248,168,38,22
927,137,70,82
683,443,32,65
456,574,82,72
777,256,9,20
713,596,88,66
76,470,61,64
875,168,49,34
16,278,81,69
261,832,53,63
424,698,12,55
830,212,62,14
16,79,0,34
684,506,68,65
902,597,42,64
561,993,36,69
78,758,37,1
345,527,60,93
935,893,35,42
556,44,10,80
752,662,87,83
858,56,81,90
200,556,98,63
553,153,48,55
840,390,72,18
86,503,8,26
622,809,66,28
540,353,39,25
391,788,37,70
141,527,43,94
378,127,96,63
756,929,99,47
707,955,53,25
389,40,13,15
892,230,71,18
688,418,67,1
338,237,15,98
441,201,69,31
841,91,1,68
76,603,6,96
86,233,45,25
161,420,90,12
150,934,17,13
907,521,8,62
0,791,87,70
663,358,76,52
995,231,78,80
420,457,85,57
383,8,13,21
309,924,54,71
803,704,67,18
102,945,78,61
784,231,18,90
713,280,77,12
248,327,93,2
693,770,51,81
5,59,22,15
738,834,22,45
256,321,88,34
181,969,93,50
95,338,73,60
498,248,90,63
4,160,12,39
803,825,19,23
357,167,40,12
355,431,9,87
917,567,46,66
49,875,68,83
340,894,19,84
923,543,30,59
671,513,0,92
656,903,5,36
846,115,31,14
66,996,30,50
192,221,6,17
612,944,19,13
926,679,21,65
896,448,12,53
655,165,23,66
157,284,25,72
879,683,61,24
777,810,2,88
486,67,34,89
778,458,62,93
257,476,45,5
322,242,52,98
362,899,47,62
213,251,95,84
861,653,95,46
394,154,39,53
207,884,95,86
451,698,12,76
741,64,56,9
108,207,66,47
198,495,37,85
730,84,29,27
199,806,99,82
825,310,58,99
760,454,56,11
539,945,85,16
784,226,20,78
159,624,69,53
569,735,59,38
615,65,45,52
299,923,39,36
974,560,74,78
551,559,80,66
947,480,97,66
792,743,3,17
383,776,77,69
881,400,78,23
773,475,56,13
567,785,81,11
749,183,3,44
987,980,36,56
582,585,62,77
172,396,70,29
685,942,5,49
542,271,61,43
111,595,80,64
409,174,90,9
55,462,60,51
474,497,87,83
350,540,98,5
329,966,86,16
972,404,70,45
957,130,72,2
536,706,31,57
232,870,31,35
799,678,61,50
418,893,0,51
157,628,19,2
670,234,18,81
149,444,86,10
532,758,78,4
953,91,25,45
442,656,70,91
886,112,22,95
226,948,40,62
910,129,40,20
601,983,32,28
124,342,70,99
674,936,43,50
268,29,78,82
445,312,74,81
224,45,58,40
303,444,72,19
515,325,79,14
528,992,92,61
802,380,37,63
789,445,35,45
389,802,6,21
648,620,6,6
719,758,85,38
57,162,63,26
878,496,49,36
858,43,64,81
89,840,3,57
283,67,17,90
220,692,23,14
457,360,34,72
276,534,18,41
893,882,79,87
905,925,68,39
996,918,14,92
893,1,82,33
562,582,56,91
669,979,47,16
277,315,23,80
803,652,73,2
217,388,84,3
502,892,50,77
350,398,8,98
119,147,92,44
33,772,18,48
642,946,91,78
516,265,38,34
204,395,66,76
437,459,44,78
577,678,11,2
325,264,11,1
673,557,47,43
102,419,68,67
45,873,73,55
579,992,46,36
387,43,12,14
957,877,25,15
34,565,67,68
328,297,89,4
461,513,64,84
175,303,72,49
784,41,7,99
873,276,10,91
258,878,28,71
184,423,92,18
781,835,33,28
764,278,7,11
391,297,57,19
659,207,95,98
765,732,9,63
804,900,99,1
723,181,28,98
525,878,12,89
723,767,25,35
41,989,31,25
367,190,42,3
959,910,3,17
895,226,96,1
778,644,76,70
688,233,28,51
386,24,50,32
768,645,59,42
564,211,27,49
297,472,36,87
482,194,61,10
80,806,81,66
201,289,7,0
59,316,44,80
173,642,71,50
820,748,50,3
740,726,61,86
87,426,53,25
634,841,36,78
226,753,82,10
480,618,59,94
743,711,91,40
292,514,41,45
786,358,14,69
974,314,97,38
642,331,10,70
822,632,93,26
239,347,13,87
21,411,96,56
647,698,86,84
150,419,26,22
573,756,67,96
673,756,2,11
870,471,21,76
451,348,97,57
27,870,91,51
231,448,85,89
675,560,43,65
152,141,91,82
87,224,24,34
244,835,41,5
676,125,3,95
928,770,14,73
494,604,30,53
515,513,91,96
735,577,79,36
705,459,2,30
234,43,0,39
93,331,80,25
966,576,71,81
659,680,10,78
547,828,47,48
279,385,79,80
733,31,8,49
216,155,24,68
920,494,12,62
625,25,84,74
648,104,41,86
51,858,51,75
93,826,58,88
931,847,16,44
575,204,48,59
90,11,24,0
52,859,75,58
247,699,20,54
626,991,29,64
509,87,1,67
37,877,77,27
875,679,67,92
166,375,12,19
734,808,66,28
536,417,4,78
366,134,52,70
808,517,49,68
441,147,27,57
287,264,20,18
520,662,97,26
415,827,17,80
554,326,17,56
278,452,16,77
387,111,47,23
100,965,18,51
251,819,94,49
747,267,4,13
269,579,72,49
226,841,79,98
957,348,42,87
184,244,25,8
717,412,69,18
407,615,51,66
347,885,69,45
325,168,43,67
531,209,58,66
506,697,13,24
347,654,7,23
160,74,48,22
762,818,85,56
637,748,65,66
134,126,15,48
927,248,54,31
711,335,21,78
162,678,34,12
133,26,77,69
113,224,0,75
929,109,60,43
695,647,73,5
19,324,0,62
458,788,52,60
216,737,25,89
99,65,59,15
720,244,18,27
950,974,97,18
623,68,60,79
487,592,93,35
409,259,88,90
826,69,52,5
451,198,37,2
223,138,3,86
513,91,95,1
576,607,54,5
251,475,51,70
921,864,40,10
709,713,46,35
936,373,70,22
823,497,23,20
442,179,81,78
921,347,75,93
897,403,88,89
219,112,98,17
901,744,29,83
325,467,39,0
695,981,22,62
739,417,47,47
661,470,10,45
348,794,22,6
820,644,13,23
933,760,66,24
335,515,76,7
665,302,32,88
9,175,24,78
604,738,76,85
786,291,5,39
201,213,3,45
251,610,45,60
800,200,22,94
128,457,97,34
133,0,92,2
784,234,90,25
824,242,75,37
724,924,81,13
887,385,83,11
97,583,0,54
226,214,30,30
188,851,7,19
137,342,83,46
927,442,38,54
807,711,9,8
382,649,54,22
811,92,27,8
263,845,93,57
617,582,57,35
419,979,22,14
83,108,72,22
343,78,81,19
957,925,45,99
664,750,39,17
380,114,2,39
655,677,41,23
379,86,69,13
729,122,58,73
376,81,24,34
939,425,37,74
683,665,48,14
478,505,54,52
999,233,73,8
181,359,58,4
919,508,30,66
24,560,29,48
424,42,5,85
621,763,20,71
389,713,84,56
730,198,12,80
77,230,5,17
746,173,61,55
643,628,7,98
209,577,53,93
632,771,80,78
296,374,46,63
482,850,18,29
325,108,29,54
17,887,64,69
257,401,65,27
956,228,64,12
191,452,44,60
407,50,15,15
869,539,32,4
368,858,16,34
171,518,22,28
228,984,17,68
620,323,85,75
266,89,69,10
877,466,17,3
155,661,76,1
247,538,91,46
453,517,43,77
173,708,6,55
114,303,27,16
740,221,38,50
979,992,86,97
173,902,90,76
281,384,28,39
337,655,41,44
145,609,66,58
238,960,96,86
83,626,62,18
525,376,39,7
501,718,80,74
984,41,77,30
194,1,37,30
44,169,96,49
848,916,49,83
273,555,9,77
540,733,86,75
881,69,3,99
237,50,19,46
217,162,94,20
297,293,68,79
274,362,73,15
969,217,59,53
182,774,59,79
892,405,66,92
713,582,46,78
595,767,66,16
779,549,56,98
999,41,88,89
935,515,86,96
915,296,61,72
873,899,62,47
545,424,67,71
928,196,84,98
981,651,89,86
576,482,79,18
705,27,61,63
931,910,53,43
92,932,20,44
251,210,34,32
905,572,54,15
433,192,32,12
800,484,51,59
513,243,79,33
821,32,53,3
170,827,87,12
905,907,3,70
224,990,91,89
379,629,93,28
133,851,6,73
459,47,20,39
497,112,72,95
754,837,31,14
558,549,5,54
762,2,74,55
697,519,49,70
373,377,50,12
935,455,22,34
365,121,61,30
435,371,73,58
910,223,59,98
1,355,23,22
69,0,0,1
576,78,22,28
292,596,91,71
745,285,95,49
923,487,39,33
233,301,97,75
695,971,4,58
405,528,55,70
231,680,47,12
768,949,26,17
544,69,80,8
469,621,42,69
541,926,20,52
796,183,61,99
515,864,30,97
676,349,19,52
655,824,78,91
179,413,78,90
535,577,85,26
14,747,76,49
623,220,69,91
31,299,79,84
777,681,3,19
721,99,28,19
747,213,62,40
715,751,92,0
670,899,69,28
286,941,15,42
577,150,53,52
845,930,68,82
887,205,90,27
446,59,0,25
913,629,62,63
283,245,85,99
356,819,0,17
191,487,73,1
808,498,36,38
143,357,43,46
251,216,56,23
757,510,49,24
561,853,45,64
789,176,71,42
0,117,42,96
635,664,67,78
723,44,85,53
833,862,20,30
276,496,66,12
561,734,91,68
95,666,76,44
138,825,67,81
7,575,61,69
524,755,12,27
728,569,65,0
819,725,15,87
367,826,86,95
763,12,43,11
923,850,22,8
238,473,89,69
783,973,23,39
766,41,23,2
229,856,42,82
9,228,42,70
931,987,81,77
270,625,18,6
449,185,46,59
994,401,51,60
736,93,93,8
265,802,17,55
633,685,81,2
308,652,18,32
374,761,18,60
989,855,34,5
82,453,16,99
313,891,70,6
271,716,38,81
929,320,8,39
346,837,48,63
623,279,58,26
103,929,62,47
824,982,5,62
227,435,97,31
101,225,61,61
795,624,22,59
663,877,14,7
774,94,8,68
861,389,79,5
523,272,78,42
684,289,48,30
290,912,54,60
265,682,39,78
713,597,12,46
375,753,48,13
324,237,28,20
926,264,94,23
41,571,32,47
473,55,78,63
677,666,53,87
709,545,21,10
433,417,72,46
969,230,27,10
401,47,73,23
727,185,21,32
64,608,90,67
99,563,10,13
795,478,59,17
342,95,22,10
359,866,69,60
352,590,66,51
411,306,8,80
168,434,75,86
996,163,17,3
467,94,60,33
50,129,39,51
68,613,58,31
900,723,68,94
431,112,81,89
762,795,99,94
156,291,71,38
246,19,79,59
484,929,44,77
848,400,58,94
795,380,43,26
460,772,35,49
112,79,88,77
859,294,12,67
598,39,25,40
218,956,42,38
55,349,78,97
596,73,81,49
428,678,95,49
446,792,35,28
301,772,2,68
109,586,12,3
399,957,53,47
319,755,72,44
88,635,76,47
699,929,75,18
874,787,28,53
264,566,35,36
904,472,39,16
918,451,65,6
466,328,70,11
956,198,33,79
488,69,56,81
565,749,4,5
39,989,58,90
321,874,99,75
828,460,15,73
691,671,37,78
706,432,92,85
534,66,91,47
162,932,32,50
598,314,35,12
829,566,1,14
22,498,93,47
979,18,45,93
836,27,93,22
23,551,35,22
461,141,13,50
16,505,19,8
206,406,32,44
151,798,72,78
775,218,83,57
263,427,44,28
759,300,99,41
326,967,14,76
141,203,63,93
956,70,34,9
795,806,63,2
910,967,87,35
985,817,35,7
586,968,29,33
866,272,20,40
519,960,44,0
982,34,8,77
889,907,93,5
771,295,91,91
14,354,62,39
58,75,14,1
854,922,15,59
562,723,22,20
509,811,42,46
390,414,12,6
720,298,10,50
540,654,83,13
368,240,12,41
402,774,86,41
974,571,17,60
255,435,71,85
203,802,23,68
770,127,43,83
356,525,1,96
508,665,5,72
878,907,53,96
421,695,16,31
853,195,52,90
350,190,32,38
506,215,2,20
530,951,64,12
703,868,83,98
82,109,23,70
451,636,0,57
522,619,70,74
395,77,35,1
255,768,72,82
325,330,96,53
75,670,43,95
668,608,71,7
668,766,0,11
993,707,69,77
112,327,14,73
509,497,81,47
374,951,54,20
566,428,20,22
811,64,43,35
156,28,79,77
673,420,5,98
410,403,76,8
597,601,13,31
99,737,6,80
115,520,47,56
136,792,89,79
146,913,32,37
75,408,25,62
501,849,1,33
608,4,37,4
383,222,34,52
72,77,26,54
883,256,13,92
940,701,20,78
485,1,75,2
329,29,23,13
561,837,55,21
495,792,66,19
876,972,40,37
334,800,56,22
85,940,21,32
885,438,27,71
234,107,37,33
826,173,89,85
257,164,32,64
975,48,80,4
483,630,99,91
792,185,12,36
128,355,34,79
878,284,27,12
799,13,84,35
472,121,40,31
997,611,98,65
956,54,94,14
609,979,76,17
352,516,10,51
416,280,19,35
823,519,34,54
588,501,82,11
172,154,89,4
186,960,19,28
343,90,24,1
662,801,36,17
920,72,66,19
357,497,42,5
628,426,66,50
6,351,96,62
834,554,54,56
231,991,59,55
43,437,86,19
46,875,45,96
402,135,94,94
357,788,67,91
199,285,36,53
459,345,92,93
363,601,49,41
538,487,86,50
962,378,94,21
170,984,69,55
705,987,10,28
822,934,61,96
443,377,62,17
354,264,35,6
666,577,91,12
513,228,64,16
6,193,66,60
438,908,73,98
734,908,31,75
159,716,89,23
264,985,58,94
97,889,91,5
649,764,95,23
562,996,59,55
81,163,15,88
257,430,23,29
397,180,71,87
773,915,17,76
570,389,40,37
94,2,26,93
218,442,76,25
92,571,36,72
95,571,59,60
33,329,84,50
599,84,47,18
71,312,11,57
268,870,24,0
751,384,6,73
279,892,50,73
509,736,62,69
952,696,12,27
173,388,23,64
246,902,74,22
459,689,35,71
262,709,26,36
475,815,95,48
739,397,33,20
220,271,2,50
560,820,91,45
82,388,5,75
246,914,68,50
343,828,57,19
459,189,60,98
672,78,60,21
504,237,41,18
629,957,21,16
824,225,10,64
168,109,95,86
503,402,43,57
130,508,40,5
766,590,43,38
748,954,67,95
480,693,89,22
145,577,85,73
651,192,86,39
836,334,59,99
924,646,17,95
226,512,52,32
89,193,90,11
109,223,80,74
574,47,92,83
172,910,60,22
946,2,34,23
492,843,62,19
417,930,4,17
36,620,57,4
335,280,18,69
162,668,65,60
691,580,67,55
118,739,12,67
617,936,69,69
544,418,71,48
886,533,20,77
969,615,21,23
408,131,41,66
313,68,89,57
738,573,28,91
388,845,5,11
570,276,8,30
396,840,51,89
238,736,81,28
428,277,10,92
216,29,75,54
968,206,17,68
622,308,93,45
389,8,6,56
710,302,66,59
455,890,68,45
379,822,2,23
822,387,90,16
665,254,35,87
534,863,13,95
248,65,75,69
527,11,81,8
945,296,59,9
129,349,86,20
216,71,0,15
555,727,25,95
661,88,38,18
416,821,45,43
522,126,91,17
208,634,94,67
179,540,1,33
821,999,73,16
655,765,89,57
35,78,83,35
111,812,0,99
21,859,78,14
352,772,57,41
839,658,12,38
320,314,10,85
940,621,93,37
601,184,85,2
668,222,28,38
920,707,35,84
755,760,76,11
642,285,88,95
825,866,0,23
274,900,0,17
891,997,12,86
962,611,4,3
859,938,25,7
995,54,59,27
25,305,7,38
300,946,99,32
573,37,24,26
947,579,87,83
81,906,95,66
644,326,62,14
16,10,41,45
242,135,88,80
236,274,35,97
232,35,7,6
489,954,49,50
245,632,87,36
915,131,9,80
552,610,73,88
544,217,42,56
568,231,37,96
795,450,26,92
344,835,26,68
980,397,41,98
74,341,15,29
801,454,19,32
594,746,55,77
849,342,92,42
878,623,23,29
108,614,46,25
541,626,74,73
452,149,66,73
341,987,87,15
144,654,90,23
675,13,22,36
339,165,58,6
79,592,60,32
582,546,60,1
732,690,64,73
310,989,89,79
953,850,19,48
350,514,89,58
701,694,90,16
418,468,5,53
77,420,65,57
622,29,34,21
821,308,13,21
962,700,76,17
814,213,26,79
826,814,80,40
579,69,74,71
494,32,98,84
778,388,53,58
636,843,34,90
715,761,37,72
813,62,92,92
832,356,24,63
978,337,30,71
215,420,91,55
